ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
6003	YornoSo	OLD WOMAN		Dogon	North-Western_Dogon	yà-pɛ̌y-nɛ́	yà_pɛ̌y-nɛ́	j ¹/a + p ¹⁵/ɛ j + n ⁵/ɛ	1425	2995 2996 3013	0	
6004	TommoSo	OLD WOMAN		Dogon	South-Eastern_Dogon	yàà-nà pɛ̀ɛ̀-nɛ́	yàà-nà_pɛ̀ɛ̀-nɛ́	j ¹/aː + n ¹/a + p ¹/ɛː + n ⁵/ɛ	1425	2995 3004 3012 2996	0	
6005	DogulDom	OLD WOMAN		Dogon	South-Western_Dogon	yà: pǎy	yà:_pǎy	j ¹/aː + p ¹⁵/a j	1425	2995 2996	0	
6006	TebulUre	OLD WOMAN		Dogon	North-Western_Dogon	yà-pɛ̌:	yà_pɛ̌:	j ¹/a + p ¹⁵/ɛː	1425	2995 2996	0	
6007	YandaDom	OLD WOMAN		Dogon	North-Western_Dogon	yɛ̀ pɛ̀y	yɛ̀_pɛ̀y	j ¹/ɛ + p ¹/ɛ j	1425	2995 2996	0	
6008	BonduSo	OLD WOMAN		Dogon	North-Western_Dogon	yà-sílè	yà-sílè	j ¹/a + s ⁵/i l ¹/e	1426	2995 2998	4862	
6009	Bunoge	OLD WOMAN		Dogon	South-Western_Dogon	yɔ́: kɛ̀mnɔ̀	yɔ́:_kɛ̀mnɔ̀	j ɔː + k ¹/ɛ m n ¹/ɔ	1427	2995 2999	0	
6010	Jamsay	OLD WOMAN		Dogon	North-Eastern_Dogon	ɲɛ̀-n gǎ-n	ɲɛ̀-n_gǎ-n	ɲ ¹/ɛ + n + ɡ ¹⁵/a + n	1429	2997 3003 3004 3005	0	
6011	DonnoSo	OLD WOMAN		Dogon	South-Eastern_Dogon	yànná:-nà	yànná:nà	j ¹/a n n ⁵/aː n ¹/a	1428	3000	0	
6012	TomoKan	OLD WOMAN		Dogon	South-Eastern_Dogon	ɲò:ⁿ gàrⁿàwⁿ	ɲò:ⁿ_gàrⁿàwⁿ	ɲ õː + ɡ ¹/a ∼/r̃ ¹/a ∼/w̃	1432	2997 2999	0	
6013	TiranigeDiga	OLD WOMAN		Dogon	South-Western_Dogon	ndà-yè: kúnjú	ndà-yè:_kúnjú	ⁿd ¹/a + j ¹/eː + k ⁵/u ⁿdʒ ⁵/u	1431	3010 2995 3011	0	
6014	Mombo	OLD WOMAN		Dogon	South-Western_Dogon	yɔ̀: ká:nù	yɔ̀:_ká:nù	j ¹/ɔː + k ⁵/aː n ¹/u	1427	2995 2999	0	
6015	Penange	OLD WOMAN		Dogon	South-Western_Dogon	yɔ̀: ká:mnɔ́	yɔ̀:_ká:mnɔ́	j ¹/ɔː + k ⁵/aː m n ⁵/ɔ	1427	2995 2999	0	
6016	Fulfulde	OLD WOMAN		Atlantic	North-Central_Atlantic	deɓɓo mawnu	deɓɓo_mawnu	d e ɓ ɓ o + m a w n u	176	3001 3002	0	
6017	Jenaama	OLD WOMAN		Mande	Soninke-Bozo	yùgòⁿ sílē	yùgòⁿ_sílē	j ¹/u ɡ õ + s ⁵/i l ³/e	3139	3006 4873	4862	
6018	BankanTey	OLD WOMAN		Dogon	North-Eastern_Dogon	yà pɛ̌-m	yà pɛ̌-m	j ¹/a + p ¹⁵/ɛ + m	1425	2995 2996 2997	0	
6019	Ampari	ONE		Dogon	South-Western_Dogon	tùdà	tùdà	t ¹/u d ¹/a	1433	3014	4878	
6020	BankanTey	ONE		Dogon	North-Eastern_Dogon	tùmá	tùmá	t ¹/u m ⁵/a	1433	3015	4878	
6021	BenTey	ONE		Dogon	North-Eastern_Dogon	tùwⁿɔ́	tùwⁿɔ́	t ¹/u ∼/w̃ ⁵/ɔ	1433	3015	4878	
6022	Bunoge	ONE		Dogon	South-Western_Dogon	tó:lè	tó:lè	t ⁵/oː l ¹/e	1433	3014	4878	
6023	DogulDom	ONE		Dogon	South-Western_Dogon	tɔ́mɔ̀	tɔ́mɔ̀	t ⁵/ɔ m ¹/ɔ	1433	3015	4878	
6024	BonduSo	ONE		Dogon	North-Western_Dogon	kúndé	kúndé	k ⁵/u ⁿd ⁵/e	1434	3016	0	
6025	Nanga	ONE		Dogon	North-Eastern_Dogon	tùmâ	tùmâ	t ¹/u m ⁵¹/a	1433	3015	4878	
6026	TebulUre	ONE		Dogon	North-Western_Dogon	túrɛ̀:	túrɛ̀:	t ⁵/u r ¹/ɛː	1433	3014	4878	
6027	YandaDom	ONE		Dogon	North-Western_Dogon	tùmá→	tùmá	t ¹/u m ⁵/a	1433	3015	4878	
6028	DonnoSo	ONE		Dogon	South-Eastern_Dogon	túrù	túrù	t ⁵/u r ¹/u	1433	3014	4878	
6029	Mombo	ONE		Dogon	South-Western_Dogon	yɛ̀: tá:ŋgù	yɛ̀:_tá:ŋgù	j ¹/ɛː + t ⁵/aː ⁿɡ ¹/u	1435	3020 3021	0	
6030	Penange	ONE		Dogon	South-Western_Dogon	tà:ŋgà	tà:ŋgà	t ¹/aː ⁿɡ ¹/a	1435	3021	0	
6031	TiranigeDiga	ONE		Dogon	South-Western_Dogon	tò:mà	tò:mà	t ¹/oː m ¹/a	1433	3015	4878	
6032	Bangime	ONE		Isolate	Isolate	tòrè	tòrè	t ¹/o r ¹/e	2497	274	4878	
6033	Fulfulde	ONE		Atlantic	North-Central_Atlantic	go'o	go'o	ɡ o ʔⁿ o	177	3017	0	
6034	Jenaama	ONE		Mande	Soninke-Bozo	kéẁⁿ	kéẁⁿ	k ⁵/e + ∼/w̃	3141	3018 3019	0	
6035	Jamsay	ONE		Dogon	North-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6036	PergeTegu	ONE		Dogon	North-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6037	TogoKan	ONE		Dogon	South-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6038	TommoSo	ONE		Dogon	South-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6039	ToroTegu	ONE		Dogon	North-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6040	YornoSo	ONE		Dogon	North-Western_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6041	SonghaiSenni	ONE		Songhai	Eastern_Songhai	fó:	fó:	f ⁵/oː	3746	3022	0	
6042	ToroSo	ONE		Dogon	South-Eastern_Dogon	túrú	túrú	t ⁵/u r ⁵/u	1433	3014	4878	
6043	BonduSo	ONE		Dogon	North-Western_Dogon	tòmɛ́ɛ̀	tòmɛ́ɛ̀	t ¹/o m ⁵¹/ɛː	1433	3015	4878	
6044	Bambara	ONION		Mande	Western_Mande	jàbá	jàbá	dʒ ¹/a b ⁵/a	3142	278	4894	
6045	BankanTey	ONION		Dogon	North-Eastern_Dogon	gâw	gâw	ɡ ⁵¹/a w	1438	3026	78	
6046	Bunoge	ONION		Dogon	South-Western_Dogon	yâ:	yâ:	j ⁵¹/aː	1437	3027	78	
6047	DogulDom	ONION		Dogon	South-Western_Dogon	jàbá	jàbá	dʒ ¹/a b ⁵/a	1436	3023	4894	
6048	Gourou	ONION		Dogon	North-Eastern_Dogon	zàwá	zàwá	z ¹/a w ⁵/a	1436	3023	4894	
6049	BonduSo	ONION		Dogon	North-Western_Dogon	gábù	gábù	ɡ ⁵/a b ¹/u	1438	3026	78	
6050	Nanga	ONION		Dogon	North-Eastern_Dogon	gâ:ⁿ	gâ:ⁿ	ɡ ⁵¹∼/ãː	1438	3026	78	
6051	TebulUre	ONION		Dogon	North-Western_Dogon	gáw	gáw	ɡ ⁵/a w	1438	3026	78	
6052	TogoKan	ONION		Dogon	South-Eastern_Dogon	jɔ̀wɔ́	jɔ̀wɔ́	dʒ ¹/ɔ w ⁵/ɔ	1436	3028	4894	
6053	ToroTegu	ONION		Dogon	North-Eastern_Dogon	àlbásàl	àlbásàl	¹/a l b ⁵/a + s ¹/a l	1441	3023 3035	45	
6054	Jamsay	ONION		Dogon	North-Eastern_Dogon	jɔ̀wⁿɔ̀-î:ⁿ	jɔ̀wⁿɔ̀-î:ⁿ	dʒ ¹/ɔ ∼/w̃ ¹/ɔ + ⁵¹/ĩ:	1436	3028 3029	4894	
6055	Mombo	ONION		Dogon	South-Western_Dogon	jábà	jábà	dʒ ⁵/a b ¹/a	1436	3023	4894	
6056	Penange	ONION		Dogon	South-Western_Dogon	jà:ndà	jà:ndà	dʒ ¹/aː ⁿd ¹/a	1436	3023	4894	
6057	Bangime	ONION		Isolate	Isolate	jāɡàɛ̀ɛ̀	jāɡàɛ̀ɛ̀	j ³/a ɡ ¹/a + ¹/ɛː	2498	3024 3025	78	
6058	Fulfulde	ONION		Atlantic	North-Central_Atlantic	jaba	jaba	dʒ a b a	178	3023	4894	
6059	Jenaama	ONION		Mande	Soninke-Bozo	yàbàlɛ̄wⁿ	yàbàlɛ̄wⁿ	j ¹/a b ¹/a l ³/ɛ + ∼/w̃	3143	3030 3031	78	
6060	PergeTegu	ONION		Dogon	North-Eastern_Dogon	gâw	gâw	ɡ ⁵¹/a w	1438	3026	78	
6061	TiranigeDiga	ONION		Dogon	South-Western_Dogon	gǎw	gǎw	ɡ ¹⁵/a w	1438	3026	78	
6062	TommoSo	ONION		Dogon	South-Eastern_Dogon	gáw	gáw	ɡ ⁵/a w	1438	3026	78	
6063	TomoKan	ONION		Dogon	South-Eastern_Dogon	kàⁿ-hwéléⁿ	kàⁿ-hwéléⁿ	k ã + h w ⁵/e l ⁵/ẽ	1440	3026 3034	45	
6064	YandaDom	ONION		Dogon	North-Western_Dogon	gǎw	gǎw	ɡ ¹⁵/a w	1438	3026	78	
6065	YornoSo	ONION		Dogon	North-Western_Dogon	gâw	gâw	ɡ ⁵¹/a w	1438	3026	78	
6066	Soninke	ONION		Mande	Soninke-Bozo	jàbâ	jàbâ	dʒ ¹/a b ⁵¹/a	3142	3023	4894	
6067	SonghaiSenni	ONION		Songhai	Eastern_Songhai	àlbázár-ò	àlbázár-ò	¹/a l b ⁵/a z ⁵/a r + ¹/o	3747	3032 3033	45	
6068	BonduSo	ONION		Dogon	North-Western_Dogon	gábù	gábù	ɡ ⁵/a b ¹/u	1438	3026	78	
6069	Bangime	OPEN		Isolate	Isolate	kèwòò	kèwòò	k ¹/e w ¹/oː	2499	3038	0	
6070	SonghaiSenni	OPEN		Songhai	Eastern_Songhai	hây	hây	h ⁵¹/a j	3748	3053	0	
6071	Bambara	OPEN		Mande	Western_Mande	dáyɛ̀lɛ́	dáyɛ̀lɛ́	d ⁵/a + j ¹/ɛ l ⁵/ɛ	3144	4886 4887	0	
6072	BozoDebo	OPEN		Mande	Soninke-Bozo	daawie	daawie	d aː w i e	3146	3042	0	
6073	BozoHainyaxo	OPEN		Mande	Soninke-Bozo	hɔlaje	hɔlaje	h ɔ l a dʒ e	3147	3043	0	
6074	BozoKorondougounord	OPEN		Mande	Soninke-Bozo	viɛ	viɛ	v i ɛ	3146	3044	0	
6075	BozoKorondougousud	OPEN		Mande	Soninke-Bozo	laagie	laagie	l aː + ɡ i e	3148	4886 3702	0	
6076	BozoKotya	OPEN		Mande	Soninke-Bozo	daagweⁿ	daagweⁿ	d aː + ɡ w ẽ	3148	4886 3702	0	
6077	BozoPondorinord	OPEN		Mande	Soninke-Bozo	lɔɔge	lɔɔge	l ɔː + ɡ e	3148	4886 3702	0	
6078	BozoPondorisud	OPEN		Mande	Soninke-Bozo	dɔviɛⁿ	dɔviɛⁿ	d ɔ + v ĩ ∼/ɛ	3146	4886 3702	0	
6079	BozoTieyaxo	OPEN		Mande	Soninke-Bozo	laagweⁿ	laagweⁿ	l aː + ɡ w ẽ	3148	4886 3702	0	
6080	BozoTiemaCewe	OPEN		Mande	Soninke-Bozo	laagie	laagie	l aː + ɡ i e	3148	4886 3702	0	
6081	BankanTey	OPEN		Dogon	North-Eastern_Dogon	pí:rⁿí gò-ndó	pí:rⁿí_gò-ndó	p ⁵/iː ∼/r̃ ⁵/i + ɡ ¹/o + ⁿd ⁵/o	1443	3039 3040 3041	0	
6082	Bunoge	OPEN		Dogon	South-Western_Dogon	dɛ́ŋú-lɛ̀	dɛ́ŋú-lɛ̀	d ⁵/ɛ ŋ ⁵/u + l ¹/ɛ	1442	3036 3037	0	
6083	DogulDom	OPEN		Dogon	South-Western_Dogon	í:llè	í:l-lè	⁵/iː l + l ¹/e	1447	3039 3037	0	
6084	Gourou	OPEN		Dogon	North-Eastern_Dogon	píní-rⁿé	píní-rⁿé	p ⁵/i n ⁵/i + ∼/r̃ ⁵/e	1448	3039 3037	0	
6085	BonduSo	OPEN		Dogon	North-Western_Dogon	níŋgí-lɛ́	níŋgí-lɛ́	n ⁵/i ⁿɡ ⁵/i + l ⁵/ɛ	1444	3039 3037	0	
6086	TebulUre	OPEN		Dogon	North-Western_Dogon	píŋgí-l	píŋgí-l	p ⁵/i ⁿɡ ⁵/i + l	1444	3039 3054	0	
6087	TommoSo	OPEN		Dogon	South-Eastern_Dogon	píl-lé	píl-lé	p ⁵/i l + l ⁵/e	1447	3039 3037	0	
6088	YornoSo	OPEN		Dogon	North-Western_Dogon	pínɛ́-lɛ́-	pínɛ́-lɛ́	p ⁵/i n ⁵/ɛ + l ⁵/ɛ	1448	3039 3037	0	
6089	DonnoSo	OPEN		Dogon	South-Eastern_Dogon	píɲè-lè	píɲè-lè	p ⁵/i ɲ ¹/e + l ¹/e	1448	3039 3037	0	
6090	Penange	OPEN		Dogon	South-Western_Dogon	báŋgú-lè	báŋgú-lè	b ⁵/a ⁿɡ ⁵/u + l ¹/e	1444	3050 3037	0	
6091	TiranigeDiga	OPEN		Dogon	South-Western_Dogon	ímbí-lɔ́	ímbí-lɔ́	⁵/i ⁿb ⁵/i + l ⁵/ɔ	1447	3039 3037	0	
6092	Mombo	OPEN		Dogon	South-Western_Dogon	bá:ⁿ wúlè	bá:ⁿ wúlè	b ⁵∼/ãː + w ⁵/u l ¹/e	1449	3050 3051	0	
6093	Nanga	OPEN		Dogon	North-Eastern_Dogon	pí:-rⁿí	pí:-rⁿí	p ⁵/iː + ∼/r̃ ⁵/i	1448	3039 3037	0	
6094	PergeTegu	OPEN		Dogon	North-Eastern_Dogon	lé:-ré	lé:-ré	l ⁵/eː + r ⁵/e	1450	3052 3037	0	
6095	TogoKan	OPEN		Dogon	South-Eastern_Dogon	pínì-rⁿì	pínì-rⁿì	p ⁵/i n ¹/i + ∼/r̃ ¹/i	1448	3039 3037	0	
6096	ToroTegu	OPEN		Dogon	North-Eastern_Dogon	tín-nú	tín-nú	t ⁵/i n + n ⁵/u	1451	3036 3055	0	
6097	YandaDom	OPEN		Dogon	North-Western_Dogon	píl-lé	píl-lé	p ⁵/i l + l ⁵/e	1447	3039 3037	0	
6098	Fulfulde	OPEN		Atlantic	North-Central_Atlantic	omtaade	om-t-aade	o m + t + aː d e	179	3046 3047 3048	0	
6099	Jenaama	OPEN		Mande	Soninke-Bozo	ā-ɥɛ̀	ā-ɥɛ̀	³/a + ɥ ¹/ɛ	3149	3049 3037	0	
6100	Jamsay	OPEN		Dogon	North-Eastern_Dogon	tó:	píní-rⁿé	p ⁵/i n ⁵/i + ∼/r̃ ⁵/e	1448	3039 3037	0	
6101	ToroTegu	ORPHAN		Dogon	North-Eastern_Dogon	àtí:mè, àtî:ní:	àtí:mè	¹/a t ⁵/iː m ¹/e	1461	3081	4958	
6102	BenTey	ORPHAN		Dogon	North-Eastern_Dogon	là:wà-gú-m	là:wà-gú-m	l ¹/aː w ¹/a + ɡ ⁵/u + m	1453	3061 3062 3063	0	
6103	BankanTey	ORPHAN		Dogon	North-Eastern_Dogon	nàrⁿìyⁿɛ̂-m	nàrⁿìyⁿɛ̂-m	n ¹/a ∼/r̃ ¹/i ∼/j ¹⁵/ɛ + m	1452	3059 3060	0	
6104	Nanga	ORPHAN		Dogon	North-Eastern_Dogon	nàrⁿìyⁿɛ́	nàrⁿìyⁿɛ́	n ¹/a ∼/r̃ ¹/i ∼/j ⁵/ɛ	1452	3059	0	
6105	PergeTegu	ORPHAN		Dogon	North-Eastern_Dogon	là:wà-gú-nú	là:wà-gú-nú	l ¹/aː w ¹/a + ɡ ⁵/u + n ⁵/u	1453	3061 3062 3063	0	
6106	TogoKan	ORPHAN		Dogon	South-Eastern_Dogon	tɔ̀ɲú	tɔ̀ɲú	t ¹/ɔ ɲ ⁵/u	1459	3077	0	
6107	YornoSo	ORPHAN		Dogon	North-Western_Dogon	àbɛ̌:	àbɛ̌:	¹/a b ¹⁵/ɛː	1458	3067	0	
6108	TommoSo	ORPHAN		Dogon	South-Eastern_Dogon	àbìyɛ̀-nɛ́	àbìyɛ̀-nɛ́	¹/a b ¹/i + j ¹/ɛ + n ⁵/ɛ	1458	3067 3068 3078	0	
6109	DogulDom	ORPHAN		Dogon	South-Western_Dogon	àbìyɛ́	àbìyɛ́	¹/a b ¹/i + j ⁵/ɛ	1458	3067 3068	0	
6110	TebulUre	ORPHAN		Dogon	North-Western_Dogon	àbɛ́	àbɛ́	¹/a b ⁵/ɛ	1458	3067	0	
6111	YandaDom	ORPHAN		Dogon	North-Western_Dogon	ènè ɔ̀bìyɛ̀	ènè_ɔ̀bìyɛ̀	¹/e n ¹/e + ¹/ɔ b ¹/i j ¹/ɛ	1462	3082 3083	0	
6112	BonduSo	ORPHAN		Dogon	North-Western_Dogon	àjàbàlé	àjàbàlé	¹/a dʒ ¹/a b ¹/a l ⁵/e	1454	3064	0	
6113	Bunoge	ORPHAN		Dogon	South-Western_Dogon	nínjó-bè (pl -bě: gè)	nínjó-bè	n ⁵/i ⁿdʒ ⁵/o + b ¹/e	1455	3065 3066	0	
6114	Jamsay	ORPHAN		Dogon	North-Eastern_Dogon	là:wà-gí-n,_là:wá-n	là:wà-gí-n	l ¹/aː w ¹/a + ɡ ⁵/i + n	1453	3061 3062 3069	0	
6115	DonnoSo	ORPHAN		Dogon	South-Eastern_Dogon	àbɛ̀:gí-nɛ̀	àbɛ̀:gí-nɛ̀	¹/a b ¹/ɛː + ɡ ⁵/i + n ¹/ɛ	1458	3067 3062 3069	0	
6116	TomoKan	ORPHAN		Dogon	South-Eastern_Dogon	ʔì:ⁿ tònjú:ⁿ	ʔì:ⁿ_tònjú:ⁿ	ʔ ĩ: + t ¹/o ⁿdʒ ∼⁵/ũ:	1460	3079 3080	0	
6117	Mombo	ORPHAN		Dogon	South-Western_Dogon	àbàbà wé:	àbàbà_wé:	¹/a b ¹/a b ¹/a + w ⁵/eː	1456	3072 3073	0	
6118	Penange	ORPHAN		Dogon	South-Western_Dogon	átí:mɛ̀	átí:_mɛ̀	⁵/a t ⁵/iː + m ¹/ɛ	1457	3074 3058	4958	
6119	Bangime	ORPHAN		Isolate	Isolate	múyúmɛ̀/múmɛ̀	múyúmɛ̀	m ⁵/u j ⁵/u + m ¹/ɛ	2500	3057 3058	0	
6120	Fulfulde	ORPHAN		Atlantic	North-Central_Atlantic	wunndummbaare	wunndum-mbaare	w u n ⁿd u m + ⁿb aː r e	180	3070 3071	0	
6121	Bambara	ORPHAN		Mande	Western_Mande	fárítá	fárítá	f ⁵/a r ⁵/i + t ⁵/a	3150	3055 3056	0	
6122	Bambara	ORPHAN		Mande	Western_Mande	mìsìkínɛ́	mìsìkínɛ́	m ¹/i s ¹/i + k ⁵/i n ⁵/ɛ	3153	3084 3085	0	
6123	Soninke	ORPHAN		Mande	Soninke-Bozo	gììgìrê	gììgìrê	ɡ ¹/i: ɡ ¹/i r ⁵¹/e	3152	3076	0	
6124	Soninke	ORPHAN		Mande	Soninke-Bozo	àlìyàtíimè	àlìyàtíimè	¹/a l ¹/i j ¹/a + t ⁵/i: + m ¹/e	3154	3086 3056 3087	4958	
6125	SonghaiSenni	ORPHAN		Songhai	Eastern_Songhai	yàtí:mê	yàtí:mê	j ¹/a t ⁵/iː + m ⁵¹/e	3749	3075 3058	4958	
6126	Bambara	ORPHAN		Mande	Western_Mande	yàtíímɛ̌	yàtíímɛ̌	j ¹/a t ⁵/iː + m ¹⁵/ɛ	3151	282 3087	4958	
6127	Bangime	OTHER		Isolate	Isolate	tāàⁿ	tāàⁿ	t ³¹/ã:	2501	282	0	
6128	Fulfulde	OTHER		Atlantic	North-Central_Atlantic	goɗɗo	goɗɗo	ɡ o ɗ ɗ o	182	3094	0	
6129	Jenaama	OTHER		Mande	Soninke-Bozo	tīnā	tīnā	t ³/i n ³/a	3156	3090	0	
6130	ToroTegu	OTHER		Dogon	North-Eastern_Dogon	làgú	làgú	l ¹/a ɡ ⁵/u	1468	3090	0	
6131	BenTey	OTHER		Dogon	North-Eastern_Dogon	lǎ-m	lǎ-m	l ¹⁵/a + m	1465	3090 3089	0	
6132	BankanTey	OTHER		Dogon	North-Eastern_Dogon	ǹdǎw-m	ǹdǎw-m	ⁿd ¹⁵/a w + m	1464	3088 3089	0	
6133	Nanga	OTHER		Dogon	North-Eastern_Dogon	bɛ̀ndí, bìndé	bɛ̀ndí	b ¹/ɛ ⁿd ⁵/i	1463	3092	0	
6134	PergeTegu	OTHER		Dogon	North-Eastern_Dogon	wásà, màlá	wásà	w ⁵/a s ¹/a	1469	3091	0	
6135	TogoKan	OTHER		Dogon	South-Eastern_Dogon	pèré	pèré	p ¹/e r ⁵/e	1466	3092	0	
6136	YornoSo	OTHER		Dogon	North-Western_Dogon	làgá, lě:	làgá	l ¹/a ɡ ⁵/a	1468	3090	0	
6137	TommoSo	OTHER		Dogon	South-Eastern_Dogon	yàgá	yàgá	j ¹/a ɡ ⁵/a	1468	3090	0	
6138	DogulDom	OTHER		Dogon	South-Western_Dogon	nàgáŋ, hááŋ	nàgáŋ	n ¹/a ɡ ⁵/a + ŋ	1467	3090 3093	0	
6139	TebulUre	OTHER		Dogon	North-Western_Dogon	wàndá	wàndá	w ¹/a ⁿd ⁵/a	1463	3091	0	
6140	YandaDom	OTHER		Dogon	North-Western_Dogon	wànà	wànà	w ¹/a n ¹/a	1469	3091	0	
6141	BonduSo	OTHER		Dogon	North-Western_Dogon	àndǎ:	àndǎ:	¹/a ⁿd ¹⁵/aː	1463	3091	0	
6142	Jamsay	OTHER		Dogon	North-Eastern_Dogon	làɣá	làɣá	l ¹/a ɣ ⁵/a	1468	3090	0	
6143	Mombo	OTHER		Dogon	South-Western_Dogon	tó:	tó:	t ⁵/oː	1463	3088	0	
6144	TiranigeDiga	OTHER		Dogon	South-Western_Dogon	tó:	tó:	t ⁵/oː	1463	3088	0	
6145	BozoTieyaxo	OTHER		Mande	Soninke-Bozo	bɔlɔ	bɔlɔ	b ɔ l ɔ	3155	283	0	
6146	Bangime	PATH OR ROAD		Isolate	Isolate	jɛ̀mbɛ̀	jɛ̀mbɛ̀	j ¹/ɛ ⁿb ¹/ɛ	2502	3098	0	
6147	Fulfulde	PATH OR ROAD		Atlantic	North-Central_Atlantic	laawol	laawol	l aː w + o l	183	3101 3102	0	
6148	Jenaama	PATH OR ROAD		Mande	Soninke-Bozo	sèwⁿ	sèwⁿ	s ¹/e + ∼/w̃	3158	3104 3105	0	
6149	BankanTey	PATH OR ROAD		Dogon	North-Eastern_Dogon	ósù	ósù	⁵/o s ¹/u	1472	3095	0	
6150	PergeTegu	PATH OR ROAD		Dogon	North-Eastern_Dogon	ósú	ósú	⁵/o s ⁵/u	1472	3095	0	
6151	SonghaiSenni	PATH OR ROAD		Songhai	Eastern_Songhai	fónd-à:	fónd-à:	f ⁵/o ⁿd + ¹/aː	3750	3106 3107	71	
6152	ToroTegu	PATH OR ROAD		Dogon	North-Eastern_Dogon	ósú	ósú	⁵/o s ⁵/u	1472	3095	0	
6153	BenTey	PATH OR ROAD		Dogon	North-Eastern_Dogon	ósù	ósù	⁵/o s ¹/u	1472	3095	0	
6154	Nanga	PATH OR ROAD		Dogon	North-Eastern_Dogon	ósî, òsì-bìrⁿɛ́	ósî	⁵/o s ⁵¹/i	1472	3095	0	
6155	Gourou	PATH OR ROAD		Dogon	North-Eastern_Dogon	òsù-ká:	òsù-ká:	¹/o s ¹/u + k ⁵/aː	1472	3095 3103	0	
6156	Jamsay	PATH OR ROAD		Dogon	North-Eastern_Dogon	ójú, òjù-ká:	ójú	⁵/o dʒ ⁵/u	1470	3095	0	
6157	TogoKan	PATH OR ROAD		Dogon	South-Eastern_Dogon	ójú	ójú	⁵/o dʒ ⁵/u	1470	3095	0	
6158	YornoSo	PATH OR ROAD		Dogon	North-Western_Dogon	ójú, òjù-ná:	ójú	⁵/o dʒ ⁵/u	1470	3095	0	
6159	TommoSo	PATH OR ROAD		Dogon	South-Eastern_Dogon	ódú, òdù-náá, ònnáá	ódú	⁵/o d ⁵/u	1470	3095	0	
6160	DogulDom	PATH OR ROAD		Dogon	South-Western_Dogon	ósùg (ósùgù)	ósùg	⁵/o s ¹/u + ɡ	1472	3095 3100	0	
6161	TebulUre	PATH OR ROAD		Dogon	North-Western_Dogon	òdùbá:	òdùbá:	¹/o d ¹/u + b ⁵/aː	1470	3095 3108	0	
6162	YandaDom	PATH OR ROAD		Dogon	North-Western_Dogon	ózú	ózú	⁵/o z ⁵/u	1472	3095	0	
6163	BonduSo	PATH OR ROAD		Dogon	North-Western_Dogon	ùsfɔ̌:	ùsfɔ̌:	¹/u s + f ¹⁵/ɔː	1471	3099 3108	71	
6164	Ampari	PATH OR ROAD		Dogon	South-Western_Dogon	èjìmì (èjìmì gé)	èjìmì	¹/e dʒ ¹/i + m ¹/i	1470	3095 3096	0	
6165	Bunoge	PATH OR ROAD		Dogon	South-Western_Dogon	ʔòjì	ʔòjì	ʔ ¹/o dʒ ¹/i	1470	3095	0	
6166	DonnoSo	PATH OR ROAD		Dogon	South-Eastern_Dogon	ódù	ódù	⁵/o d ¹/u	1470	3095	0	
6167	TiranigeDiga	PATH OR ROAD		Dogon	South-Western_Dogon	òjì	òjì	¹/o dʒ ¹/i	1470	3095	0	
6168	Mombo	PATH OR ROAD		Dogon	South-Western_Dogon	ójí	ójí	⁵/o dʒ ⁵/i	1470	3095	0	
6169	Penange	PATH OR ROAD		Dogon	South-Western_Dogon	òjù (y-)	òjù	¹/o dʒ ¹/u	1470	3095	0	
6170	Bambara	PATH OR ROAD		Mande	Western_Mande	sírá	sírá	s ⁵/i r ⁵/a	3157	3097	0	
6171	ToroSo	PATH OR ROAD		Dogon	South-Eastern_Dogon	bɛ́dɛ́	bɛ́dɛ́	b ⁵/ɛ d ⁵/ɛ	1470	3109	0	
6172	ToroSo	PATH OR ROAD		Dogon	South-Eastern_Dogon	oju	oju	o dʒ u	1470	3095	0	
6173	BonduSo	PATH OR ROAD		Dogon	North-Western_Dogon	újú pɔ́ɔ́	újú pɔ́ɔ́	⁵/u dʒ ⁵/u + p ⁵/ɔː	1470	3095 3108	71	
6174	SonghaiSenni	PENIS		Songhai	Eastern_Songhai	bènd-ò	bènd-ò	b ¹/e ⁿd + ¹/o	3752	3122 3123	0	
6175	SonghaiSenni	PENIS		Songhai	Eastern_Songhai	zòfól-ò	zòfól-ò	z ¹/o f ⁵/o l + ¹/o	3751	3125 3123	5005	
6176	BozoDebo	PENIS		Mande	Soninke-Bozo	sɛⁿbo	sɛⁿbo	s ∼/ɛ b o	3159	3112	5005	
6177	ToroTegu	PENIS		Dogon	North-Eastern_Dogon	ɛ́sú	ɛ́sú	⁵/ɛ s ⁵/u	1478	3124	0	
6178	BenTey	PENIS		Dogon	North-Eastern_Dogon	dɔ́rɔ̀	dɔ́rɔ̀	d ⁵/ɔ r ¹/ɔ	1474	3111	0	
